ticker,latest_price,ret_5d,ret_1m,ret_3m,ret_ytd,bench_ret_5d,bench_ret_1m,bench_ret_3m,bench_ret_ytd,rel_5d,rel_1m,rel_3m,rs_status,ma20,ma50,distance_to_ma20_pct,distance_to_ma50_pct,distance_from_20d_high_pct,latest_volume,avg20_volume,volume_ratio,volume_signal,volatility_20d,setup_type,scan_timestamp,benchmark
AXGN,44.57,-0.34,5.14,36.55,43.77,0.91,-0.98,13.77,10.03,-1.25,6.12,22.78,接近突破,44.026,42.4686,1.24,4.95,-3.51,1220455,1641243.0,0.74,正常量能,45.97,低風險回踩,2026-07-07 23:31:05,SPY
BWAY,14.98,-1.25,4.98,19.08,55.31,0.91,-0.98,13.77,10.03,-2.16,5.96,5.31,接近突破,14.721,15.3516,1.76,-2.42,-6.49,72608,91440.0,0.79,正常量能,46.81,低風險回踩,2026-07-07 23:31:05,SPY
ACMR,94.66,-20.37,4.94,127.17,110.92,0.91,-0.98,13.77,10.03,-21.28,5.92,113.4,接近突破,99.4545,80.5651,-4.82,17.5,-25.4,1841134,1950867.0,0.94,正常量能,123.25,低風險回踩,2026-07-07 23:31:05,SPY
FELE,102.77,-2.58,4.78,9.19,6.53,0.91,-0.98,13.77,10.03,-3.49,5.76,-4.58,接近突破,104.178,101.1109,-1.35,1.64,-5.61,246463,331218.0,0.74,正常量能,28.24,低風險回踩,2026-07-07 23:31:22,SPY
BIIB,205.7,-5.05,4.71,19.36,15.68,0.91,-0.98,13.77,10.03,-5.96,5.69,5.59,接近突破,203.133,196.4914,1.26,4.69,-5.05,1126852,1222193.0,0.92,正常量能,39.97,低風險回踩,2026-07-07 23:31:05,SPY
AHCO,10.15,-0.59,4.32,-15.91,4.96,0.91,-0.98,13.77,10.03,-1.5,5.3,-29.68,接近突破,10.052,10.725,0.97,-5.36,-5.67,949636,1588107.0,0.6,縮量回踩,38.03,低風險回踩,2026-07-07 23:31:05,SPY
APOG,38.97,-15.47,4.28,17.81,5.92,0.91,-0.98,13.77,10.03,-16.38,5.26,4.04,接近突破,41.31,38.2653,-5.66,1.84,-20.34,363859,382553.0,0.95,正常量能,77.03,低風險回踩,2026-07-07 23:31:05,SPY
MCRI,126.8,-4.78,3.95,29.18,32.44,0.91,-0.98,13.77,10.03,-5.69,4.93,15.41,接近突破,128.892,122.6142,-1.62,3.41,-5.28,127865,209598.0,0.61,縮量回踩,19.69,低風險回踩,2026-07-07 23:31:45,SPY
MGRC,113.58,-6.56,3.88,4.77,8.88,0.91,-0.98,13.77,10.03,-7.47,4.86,-9.0,接近突破,117.09,114.1158,-3.0,-0.47,-7.89,133162,243943.0,0.55,縮量回踩,25.03,低風險回踩,2026-07-07 23:31:45,SPY
ADAM,9.12,-3.39,3.34,26.4,30.55,0.91,-0.98,13.77,10.03,-4.3,4.32,12.63,接近突破,9.0559,8.7305,0.71,4.46,-4.1,732205,987635.0,0.74,正常量能,29.39,低風險回踩,2026-07-07 23:31:05,SPY
AFYA,14.77,-0.67,3.14,-1.47,3.17,0.91,-0.98,13.77,10.03,-1.58,4.12,-15.24,接近突破,14.52,14.2728,1.72,3.48,-3.27,130843,126932.0,1.03,正常量能,23.33,低風險回踩,2026-07-07 23:31:05,SPY
FMNB,14.35,-1.71,3.12,7.31,10.81,0.91,-0.98,13.77,10.03,-2.62,4.1,-6.46,接近突破,14.4158,14.1102,-0.46,1.7,-3.43,352529,555761.0,0.63,縮量回踩,19.74,低風險回踩,2026-07-07 23:31:22,SPY
FCBC,44.24,-1.05,2.98,6.04,40.15,0.91,-0.98,13.77,10.03,-1.96,3.96,-7.73,接近突破,44.1525,43.1236,0.2,2.59,-3.07,114503,100580.0,1.14,正常量能,21.87,低風險回踩,2026-07-07 23:31:22,SPY
DRH,11.75,-3.45,2.57,26.19,31.05,0.91,-0.98,13.77,10.03,-4.36,3.55,12.42,接近突破,11.9632,11.1655,-1.78,5.24,-5.08,3742383,2515719.0,1.49,正常量能,22.14,低風險回踩,2026-07-07 23:31:22,SPY
MLTX,19.15,-3.82,2.3,12.78,60.25,0.91,-0.98,13.77,10.03,-4.73,3.28,-0.99,接近突破,19.253,18.3096,-0.53,4.59,-13.58,1386472,1446664.0,0.96,正常量能,67.05,低風險回踩,2026-07-07 23:31:45,SPY
HIFS,293.92,-4.26,1.84,2.62,8.95,0.91,-0.98,13.77,10.03,-5.17,2.82,-11.15,接近突破,296.0415,286.7224,-0.72,2.51,-7.33,25124,30461.0,0.82,正常量能,28.64,低風險回踩,2026-07-07 23:31:39,SPY
EXTR,30.02,-6.13,1.38,94.18,81.5,0.91,-0.98,13.77,10.03,-7.04,2.36,80.41,接近突破,30.9155,26.892,-2.9,11.63,-7.26,2686038,2346342.0,1.14,正常量能,53.67,低風險回踩,2026-07-07 23:31:22,SPY
DGII,70.16,-4.19,1.31,38.77,62.56,0.91,-0.98,13.77,10.03,-5.1,2.29,25.0,接近突破,69.591,65.4778,0.82,7.15,-6.39,366735,428332.0,0.86,正常量能,39.72,低風險回踩,2026-07-07 23:31:22,SPY
ARKO,7.85,-1.51,1.16,40.66,77.28,0.91,-0.98,13.77,10.03,-2.42,2.14,26.89,接近突破,7.8985,7.4044,-0.61,6.02,-9.14,586718,1022201.0,0.57,縮量回踩,50.6,低風險回踩,2026-07-07 23:31:05,SPY
CAI,17.47,-4.64,1.1,-8.1,-35.25,0.91,-0.98,13.77,10.03,-5.55,2.08,-21.87,接近突破,17.8725,17.2994,-2.25,0.99,-6.83,2647704,3053620.0,0.87,正常量能,49.22,低風險回踩,2026-07-07 23:31:05,SPY
LNTH,103.41,-5.63,0.57,36.26,53.72,0.91,-0.98,13.77,10.03,-6.54,1.55,22.49,接近突破,105.3655,98.1374,-1.86,5.37,-6.79,1154195,1004815.0,1.15,正常量能,34.67,低風險回踩,2026-07-07 23:31:45,SPY
INVA,22.25,-3.85,0.41,-3.34,11.98,0.91,-0.98,13.77,10.03,-4.76,1.39,-17.11,接近突破,22.706,22.5752,-2.01,-1.44,-5.88,513399,846125.0,0.61,量價背馳,29.71,低風險回踩,2026-07-07 23:31:39,SPY
CHDN,86.23,-5.11,0.08,-3.75,-22.97,0.91,-0.98,13.77,10.03,-6.02,1.06,-17.52,接近突破,88.1375,89.247,-2.16,-3.38,-6.58,1060681,1143959.0,0.93,正常量能,41.33,低風險回踩,2026-07-07 23:31:22,SPY
FAST,47.11,-0.61,-0.11,3.25,17.76,0.91,-0.98,13.77,10.03,-1.52,0.87,-10.52,接近突破,46.6845,45.3515,0.91,3.88,-3.07,6317748,7545052.0,0.84,正常量能,22.19,低風險回踩,2026-07-07 23:31:22,SPY
MBIN,47.46,-5.76,-0.28,6.1,43.73,0.91,-0.98,13.77,10.03,-6.67,0.7,-7.67,接近突破,49.313,47.5623,-3.76,-0.22,-5.76,160742,204317.0,0.79,正常量能,18.47,低風險回踩,2026-07-07 23:31:45,SPY
CMPS,12.99,-13.8,-0.46,125.91,98.32,0.91,-0.98,13.77,10.03,-14.71,0.52,112.14,接近突破,12.674,11.5007,2.49,12.95,-13.8,14177233,3828072.0,3.7,放量突破,71.86,低風險回踩,2026-07-07 23:31:22,SPY
CGBD,10.39,-1.14,-0.5,-2.75,-11.31,0.91,-0.98,13.77,10.03,-2.05,0.48,-16.52,接近突破,10.5155,10.722,-1.19,-3.1,-5.03,1020344,551232.0,1.85,正常量能,26.71,低風險回踩,2026-07-07 23:31:22,SPY
IART,17.46,-6.83,-0.57,87.54,45.38,0.91,-0.98,13.77,10.03,-7.74,0.41,73.77,接近突破,17.7685,15.49,-1.74,12.72,-6.93,1106163,976078.0,1.13,正常量能,41.55,低風險回踩,2026-07-07 23:31:39,SPY
ASML,1747.28,-7.21,-0.58,34.29,50.66,0.91,-0.98,13.77,10.03,-8.12,0.4,20.52,接近突破,1834.0815,1661.3037,-4.73,5.18,-12.17,1859764,2349833.0,0.79,正常量能,75.76,低風險回踩,2026-07-07 23:31:05,SPY
CGNX,64.205,-6.08,-0.72,29.83,74.35,0.91,-0.98,13.77,10.03,-6.99,0.26,16.06,接近突破,65.6092,63.6011,-2.14,0.95,-11.34,3370102,2530195.0,1.33,正常量能,60.12,低風險回踩,2026-07-07 23:31:22,SPY
HST,23.35,-2.71,-0.84,26.08,34.93,0.91,-0.98,13.77,10.03,-3.62,0.14,12.31,接近突破,23.7118,22.2976,-1.53,4.72,-3.52,11897539,10767352.0,1.1,正常量能,18.79,低風險回踩,2026-07-07 23:31:39,SPY
AUPH,16.22,-3.39,-0.92,1.37,5.67,0.91,-0.98,13.77,10.03,-4.3,0.06,-12.4,接近突破,16.464,15.9736,-1.48,1.54,-12.89,2343115,1977036.0,1.19,正常量能,50.19,低風險回踩,2026-07-07 23:31:05,SPY
FER,65.85,-3.71,-0.92,0.46,3.01,0.91,-0.98,13.77,10.03,-4.62,0.06,-13.31,接近突破,68.119,67.9304,-3.33,-3.06,-6.94,1695761,1761318.0,0.96,正常量能,29.72,低風險回踩,2026-07-07 23:31:22,SPY
HON,225.05,-1.21,-1.4,-5.45,10.7,0.91,-0.98,13.77,10.03,-2.12,-0.42,-19.22,接近突破,232.0399,230.6922,-3.01,-2.45,-7.59,4444519,6060031.0,0.73,正常量能,45.94,低風險回踩,2026-07-07 23:31:39,SPY
EGBN,26.72,-6.38,-1.55,3.53,28.25,0.91,-0.98,13.77,10.03,-7.29,-0.57,-10.24,接近突破,27.9635,26.8598,-4.45,-0.52,-8.27,306235,354437.0,0.86,正常量能,25.51,低風險回踩,2026-07-07 23:31:22,SPY
CRON,2.75,-3.51,-1.79,6.59,1.85,0.91,-0.98,13.77,10.03,-4.42,-0.81,-7.18,接近突破,2.7395,2.7128,0.38,1.37,-3.85,736314,1029791.0,0.72,正常量能,30.76,低風險回踩,2026-07-07 23:31:22,SPY
FUTU,94.03,-3.23,-1.83,-32.29,-46.47,0.91,-0.98,13.77,10.03,-4.14,-0.85,-46.06,接近突破,96.328,116.8244,-2.39,-19.51,-6.08,2568032,2070117.0,1.24,正常量能,47.44,低風險回踩,2026-07-07 23:31:39,SPY
GTX,32.25,-8.07,-1.86,76.04,86.29,0.91,-0.98,13.77,10.03,-8.98,-0.88,62.27,接近突破,33.7295,30.936,-4.39,4.25,-10.99,3267557,3073233.0,1.06,正常量能,51.29,低風險回踩,2026-07-07 23:31:39,SPY
CSGP,29.87,1.88,-11.26,-27.46,-54.53,0.91,-0.98,13.77,10.03,0.97,-10.28,-41.23,剛轉強,30.769,32.5752,-2.92,-8.3,-12.74,5979533,7220312.0,0.83,正常量能,50.93,低風險回踩,2026-07-07 23:31:22,SPY
BMM,6.17,1.65,-24.48,-4.78,36.5,0.91,-0.98,13.77,10.03,0.74,-23.5,-18.55,剛轉強,6.404,6.9009,-3.65,-10.59,-17.51,169574,131339.0,1.29,正常量能,85.92,低風險回踩,2026-07-07 23:31:05,SPY
ABTC,6.52,811.89,613.35,636.72,266.29,0.91,-0.98,13.77,10.03,810.98,614.33,622.95,跑贏指數,1.4494,1.2471,349.83,422.8,-23.2,2747277,16484319.0,0.17,縮量回踩,5020.3,過度延伸,2026-07-07 23:31:05,SPY
CRNX,83.53,126.12,141.21,121.56,78.75,0.91,-0.98,13.77,10.03,125.21,142.19,107.79,跑贏指數,38.625,37.7448,116.26,121.3,0.0,80918837,5559772.0,14.55,放量突破,348.65,過度延伸,2026-07-07 23:31:22,SPY
MBX,62.0,15.13,100.58,98.08,102.95,0.91,-0.98,13.77,10.03,14.22,101.56,84.31,跑贏指數,45.508,37.5395,36.24,65.16,0.0,756531,1135442.0,0.67,量價背馳,80.39,過度延伸,2026-07-07 23:31:45,SPY
INNV,11.65,0.34,61.81,46.17,124.47,0.91,-0.98,13.77,10.03,-0.57,62.79,32.4,接近突破,9.923,8.5316,17.4,36.55,-3.8,345917,508146.0,0.68,縮量回踩,57.76,過度延伸,2026-07-07 23:31:39,SPY
KYMR,119.24,9.07,59.82,39.84,63.88,0.91,-0.98,13.77,10.03,8.16,60.8,26.07,跑贏指數,97.9733,87.9287,21.71,35.61,0.0,821583,1310839.0,0.63,量價背馳,75.66,過度延伸,2026-07-07 23:31:39,SPY
MNPR,95.22,0.7,59.74,77.38,44.25,0.91,-0.98,13.77,10.03,-0.21,60.72,63.61,接近突破,77.1122,66.6714,23.48,42.82,-2.63,163557,156338.0,1.05,正常量能,78.35,過度延伸,2026-07-07 23:31:45,SPY
GSHD,55.6,15.88,55.22,24.97,-20.75,0.91,-0.98,13.77,10.03,14.97,56.2,11.2,跑贏指數,42.5985,41.4265,30.52,34.21,0.0,514276,582829.0,0.88,正常量能,66.2,過度延伸,2026-07-07 23:31:39,SPY
CCXI,15.86,-3.29,55.19,55.49,54.58,0.91,-0.98,13.77,10.03,-4.2,56.17,41.72,接近突破,12.734,11.2356,24.55,41.16,-16.96,6296874,3783809.0,1.66,正常量能,111.72,過度延伸,2026-07-07 23:31:05,SPY
ABSI,11.33,-0.18,54.36,282.77,213.85,0.91,-0.98,13.77,10.03,-1.09,55.34,269.0,接近突破,8.8727,6.8436,27.69,65.56,-2.5,4144259,7980568.0,0.52,縮量回踩,149.17,過度延伸,2026-07-07 23:31:05,SPY
MGTX,14.66,16.91,53.19,53.99,87.71,0.91,-0.98,13.77,10.03,16.0,54.17,40.22,跑贏指數,11.3835,10.2906,28.78,42.46,0.0,1947281,1225169.0,1.59,放量突破,60.69,過度延伸,2026-07-07 23:31:45,SPY
AGIO,44.01,15.69,52.87,26.47,61.92,0.91,-0.98,13.77,10.03,14.78,53.85,12.7,跑贏指數,34.291,30.4228,28.34,44.66,0.0,2775122,1323311.0,2.1,放量突破,69.95,過度延伸,2026-07-07 23:31:05,SPY
LMRI,12.29,7.06,49.15,37.47,-29.97,0.91,-0.98,13.77,10.03,6.15,50.13,23.7,跑贏指數,10.2475,9.2888,19.93,32.31,-3.23,450913,862586.0,0.52,縮量回踩,80.78,過度延伸,2026-07-07 23:31:45,SPY
BCAX,30.4,3.61,48.95,45.8,85.59,0.91,-0.98,13.77,10.03,2.7,49.93,32.03,跑贏指數,24.923,22.8507,21.98,33.04,0.0,1840080,1062664.0,1.73,放量突破,42.52,過度延伸,2026-07-07 23:31:05,SPY
ATEX,100.9,2.71,48.49,149.94,353.89,0.91,-0.98,13.77,10.03,1.8,49.47,136.17,跑贏指數,85.1033,68.2585,18.56,47.82,-6.75,532756,651868.0,0.82,正常量能,113.05,過度延伸,2026-07-07 23:31:05,SPY
LILA,7.54,-2.46,48.18,30.88,52.88,0.91,-0.98,13.77,10.03,-3.37,49.16,17.11,接近突破,6.2731,5.708,20.2,32.1,-4.8,755787,1201018.0,0.63,量價背馳,86.04,過度延伸,2026-07-07 23:31:39,SPY
APGE,133.54,0.7,46.91,58.96,76.22,0.91,-0.98,13.77,10.03,-0.21,47.89,45.19,接近突破,112.0105,94.3722,19.22,41.5,0.0,1054061,5937833.0,0.18,量價背馳,169.67,過度延伸,2026-07-07 23:31:05,SPY
DAVE,383.96,3.32,46.72,120.63,74.94,0.91,-0.98,13.77,10.03,2.41,47.7,106.86,跑贏指數,325.8345,284.3326,17.84,35.04,-3.04,528641,656667.0,0.81,正常量能,64.44,過度延伸,2026-07-07 23:31:22,SPY
CAEP,15.0,36.74,45.21,46.63,46.91,0.91,-0.98,13.77,10.03,35.83,46.19,32.86,跑贏指數,11.0418,10.5901,35.85,41.64,0.0,20656,452389.0,0.05,量價背馳,88.66,過度延伸,2026-07-07 23:31:05,SPY
GPCR,56.63,9.56,44.98,9.39,-16.87,0.91,-0.98,13.77,10.03,8.65,45.96,-4.38,跑贏指數,47.091,42.6515,20.26,32.77,0.0,608062,968803.0,0.63,量價背馳,44.52,過度延伸,2026-07-07 23:31:39,SPY
GRPN,26.85,13.77,44.9,122.64,55.11,0.91,-0.98,13.77,10.03,12.86,45.88,108.87,跑贏指數,20.001,18.3338,34.24,46.45,0.0,1636326,1687166.0,0.97,正常量能,99.47,過度延伸,2026-07-07 23:31:39,SPY
LILAK,7.45,-2.36,44.87,26.63,49.81,0.91,-0.98,13.77,10.03,-3.27,45.85,12.86,接近突破,6.2435,5.7572,19.32,29.4,-5.58,1555619,2295038.0,0.68,量價背馳,84.13,過度延伸,2026-07-07 23:31:39,SPY
AVAH,9.6,10.85,44.8,47.92,18.81,0.91,-0.98,13.77,10.03,9.94,45.78,34.15,跑贏指數,8.031,7.3912,19.54,29.88,0.0,2575971,2353939.0,1.09,正常量能,26.55,過度延伸,2026-07-07 23:31:05,SPY
ALMS,29.27,7.85,43.55,33.41,226.86,0.91,-0.98,13.77,10.03,6.94,44.53,19.64,跑贏指數,24.312,23.4399,20.39,24.87,0.0,3120620,1823591.0,1.71,放量突破,72.94,過度延伸,2026-07-07 23:31:05,SPY
IMMX,12.02,14.59,42.76,39.93,121.36,0.91,-0.98,13.77,10.03,13.68,43.74,26.16,跑贏指數,9.408,9.2957,27.76,29.31,0.0,4237681,2302069.0,1.84,放量突破,72.43,過度延伸,2026-07-07 23:31:39,SPY
LFST,10.9,5.42,42.67,70.31,56.61,0.91,-0.98,13.77,10.03,4.51,43.65,56.54,跑贏指數,9.4432,8.3631,15.43,30.33,-4.64,2921872,4204864.0,0.69,縮量回踩,47.06,過度延伸,2026-07-07 23:31:39,SPY
BWIN,27.3,4.0,41.89,23.36,14.8,0.91,-0.98,13.77,10.03,3.09,42.87,9.59,跑贏指數,22.727,21.5428,20.12,26.72,-3.91,1052990,2200394.0,0.48,量價背馳,99.7,過度延伸,2026-07-07 23:31:05,SPY
AVTX,19.25,-0.21,41.44,18.32,13.1,0.91,-0.98,13.77,10.03,-1.12,42.42,4.55,接近突破,16.429,16.3778,17.17,17.54,-3.56,1443023,2138401.0,0.67,縮量回踩,89.07,過度延伸,2026-07-07 23:31:05,SPY
GLUE,24.4,2.09,40.55,44.12,59.37,0.91,-0.98,13.77,10.03,1.18,41.53,30.35,跑贏指數,20.3113,19.4557,20.13,25.41,0.0,1303232,1711077.0,0.76,正常量能,57.69,過度延伸,2026-07-07 23:31:39,SPY
MIRM,128.31,4.32,38.73,33.32,64.35,0.91,-0.98,13.77,10.03,3.41,39.71,19.55,跑贏指數,110.2435,103.789,16.39,23.63,0.0,902354,1089758.0,0.83,正常量能,45.92,過度延伸,2026-07-07 23:31:45,SPY
IDYA,40.51,10.83,38.64,25.26,19.68,0.91,-0.98,13.77,10.03,9.92,39.62,11.49,跑贏指數,33.7115,30.7822,20.17,31.6,0.0,1478932,1738167.0,0.85,正常量能,72.09,過度延伸,2026-07-07 23:31:39,SPY
ERAS,18.36,0.38,38.36,7.24,411.42,0.91,-0.98,13.77,10.03,-0.53,39.34,-6.53,接近突破,15.477,13.2517,18.63,38.55,-2.6,5241255,5798438.0,0.9,正常量能,78.47,過度延伸,2026-07-07 23:31:22,SPY
MLKN,20.38,-0.39,38.17,43.76,13.93,0.91,-0.98,13.77,10.03,-1.3,39.15,29.99,接近突破,17.645,16.3569,15.5,24.6,-4.86,783621,1139326.0,0.69,縮量回踩,63.68,過度延伸,2026-07-07 23:31:45,SPY
MGNI,20.52,7.43,38.09,68.75,27.77,0.91,-0.98,13.77,10.03,6.52,39.07,54.98,跑贏指數,17.994,15.3642,14.04,33.56,-1.54,2653628,3654071.0,0.73,正常量能,64.99,過度延伸,2026-07-07 23:31:45,SPY
KURA,11.99,9.3,36.72,41.22,16.01,0.91,-0.98,13.77,10.03,8.39,37.7,27.45,跑贏指數,10.0935,9.7144,18.79,23.43,0.0,3811191,1869975.0,2.04,放量突破,46.53,過度延伸,2026-07-07 23:31:39,SPY
DSGN,14.71,3.3,36.71,17.4,61.65,0.91,-0.98,13.77,10.03,2.39,37.69,3.63,跑贏指數,12.799,12.653,14.93,16.26,-5.95,1093216,995766.0,1.1,正常量能,68.78,過度延伸,2026-07-07 23:31:22,SPY
KNSA,67.29,7.82,36.68,35.8,60.2,0.91,-0.98,13.77,10.03,6.91,37.66,22.03,跑贏指數,57.0058,54.7093,18.04,23.0,0.0,946918,1024706.0,0.92,正常量能,44.79,過度延伸,2026-07-07 23:31:39,SPY
KMTS,27.85,9.86,36.19,44.15,14.19,0.91,-0.98,13.77,10.03,8.95,37.17,30.38,跑贏指數,22.5513,21.5319,23.5,29.34,-0.11,404312,419801.0,0.96,正常量能,74.84,過度延伸,2026-07-07 23:31:39,SPY
ABVX,142.17,47.86,35.49,19.0,6.28,0.91,-0.98,13.77,10.03,46.95,36.47,5.23,跑贏指數,108.5005,113.4728,31.03,25.29,-1.71,1354718,2579641.0,0.53,縮量回踩,147.41,過度延伸,2026-07-07 23:31:05,SPY
LGND,319.43,1.72,35.4,56.88,68.02,0.91,-0.98,13.77,10.03,0.81,36.38,43.11,跑贏指數,280.6735,248.281,13.81,28.66,-0.31,316467,555063.0,0.57,縮量回踩,38.29,過度延伸,2026-07-07 23:31:39,SPY
CRTO,23.16,24.52,33.95,24.18,15.57,0.91,-0.98,13.77,10.03,23.61,34.93,10.41,跑贏指數,18.243,17.9142,26.95,29.28,-0.04,1009242,446347.0,2.26,正常量能,87.98,過度延伸,2026-07-07 23:31:22,SPY
CLDX,39.93,6.65,33.41,27.29,47.83,0.91,-0.98,13.77,10.03,5.74,34.39,13.52,跑贏指數,33.787,32.5542,18.18,22.66,0.0,1701278,1313049.0,1.3,正常量能,38.06,過度延伸,2026-07-07 23:31:22,SPY
CRVS,15.63,7.94,33.36,6.25,113.52,0.91,-0.98,13.77,10.03,7.03,34.34,-7.52,跑贏指數,12.9725,13.4701,20.49,16.03,0.0,1338321,1408411.0,0.95,正常量能,37.1,過度延伸,2026-07-07 23:31:22,SPY
HROW,46.15,12.15,33.04,31.37,-7.53,0.91,-0.98,13.77,10.03,11.24,34.02,17.6,跑贏指數,40.5885,37.5604,13.7,22.87,0.0,802439,869167.0,0.92,正常量能,49.61,過度延伸,2026-07-07 23:31:39,SPY
BVS,11.49,17.48,32.07,27.38,59.36,0.91,-0.98,13.77,10.03,16.57,33.05,13.61,跑贏指數,9.4435,9.6411,21.67,19.18,-2.46,1109572,694394.0,1.6,正常量能,61.7,過度延伸,2026-07-07 23:31:05,SPY
EVER,25.27,8.32,31.48,64.63,-0.63,0.91,-0.98,13.77,10.03,7.41,32.46,50.86,跑贏指數,21.749,19.702,16.19,28.26,-3.7,956615,751891.0,1.27,正常量能,39.5,過度延伸,2026-07-07 23:31:22,SPY
IRWD,4.47,3.95,31.47,26.63,4.68,0.91,-0.98,13.77,10.03,3.04,32.45,12.86,跑贏指數,3.846,3.8762,16.22,15.32,0.0,3392024,2587156.0,1.31,正常量能,56.62,過度延伸,2026-07-07 23:31:39,SPY
ACIW,55.62,12.34,31.3,35.23,21.79,0.91,-0.98,13.77,10.03,11.43,32.28,21.46,跑贏指數,47.3355,44.7944,17.5,24.17,-0.55,1056685,1133329.0,0.93,正常量能,37.34,過度延伸,2026-07-07 23:31:05,SPY
ANAB,67.325,2.05,30.3,61.76,124.67,0.91,-0.98,13.77,10.03,1.14,31.28,47.99,跑贏指數,59.4743,60.4934,13.2,11.29,-0.26,947033,640507.0,1.48,正常量能,52.92,過度延伸,2026-07-07 23:31:05,SPY
MMYT,58.7,8.93,29.95,44.08,-28.32,0.91,-0.98,13.77,10.03,8.02,30.93,30.31,跑贏指數,48.9765,46.9876,19.85,24.93,0.0,961155,1382023.0,0.7,量價背馳,66.03,過度延伸,2026-07-07 23:31:45,SPY
BCRX,10.99,15.08,29.75,16.05,46.53,0.91,-0.98,13.77,10.03,14.17,30.73,2.28,跑贏指數,9.328,9.0306,17.82,21.7,0.0,10249217,6425886.0,1.59,放量突破,51.16,過度延伸,2026-07-07 23:31:05,SPY
DYN,23.83,12.09,29.44,29.86,28.81,0.91,-0.98,13.77,10.03,11.18,30.42,16.09,跑贏指數,20.1175,18.7488,18.45,27.1,0.0,3058533,2368817.0,1.29,正常量能,49.4,過度延伸,2026-07-07 23:31:22,SPY
MAZE,32.84,13.24,29.29,13.24,-17.43,0.91,-0.98,13.77,10.03,12.33,30.27,-0.53,跑贏指數,26.858,26.2318,22.27,25.19,0.0,628593,851215.0,0.74,正常量能,34.65,過度延伸,2026-07-07 23:31:45,SPY
HOOD,112.9,10.87,27.82,61.79,-2.01,0.91,-0.98,13.77,10.03,9.96,28.8,48.02,跑贏指數,100.051,87.7542,12.84,28.65,-3.96,21719706,33324855.0,0.65,縮量回踩,68.04,過度延伸,2026-07-07 23:31:39,SPY
CARG,34.92,2.71,27.58,0.49,-7.25,0.91,-0.98,13.77,10.03,1.8,28.56,-13.28,跑贏指數,31.0825,31.6277,12.35,10.41,-3.64,2431194,1477415.0,1.65,正常量能,40.75,過度延伸,2026-07-07 23:31:05,SPY
ALKS,55.22,5.12,27.29,62.03,95.4,0.91,-0.98,13.77,10.03,4.21,28.27,48.26,跑贏指數,48.5885,41.8682,13.65,31.89,0.0,1719309,2727870.0,0.63,量價背馳,43.27,過度延伸,2026-07-07 23:31:05,SPY
FLYW,18.55,5.4,27.23,55.88,33.45,0.91,-0.98,13.77,10.03,4.49,28.21,42.11,跑贏指數,16.2765,15.7852,13.97,17.52,-1.07,2352852,2651083.0,0.89,正常量能,43.92,過度延伸,2026-07-07 23:31:22,SPY
FA,20.06,10.71,27.2,79.27,40.77,0.91,-0.98,13.77,10.03,9.8,28.18,65.5,跑贏指數,17.2457,15.7631,16.32,27.26,-2.29,1708652,2396818.0,0.71,正常量能,52.46,過度延伸,2026-07-07 23:31:22,SPY
AIIO,4.07,-25.87,27.19,328.42,-34.14,0.91,-0.98,13.77,10.03,-26.78,28.17,314.65,接近突破,3.4785,2.7274,17.0,49.23,-25.87,1361917,3185796.0,0.43,縮量回踩,193.22,過度延伸,2026-07-07 23:31:05,SPY
AMLX,18.17,-2.83,26.97,14.85,59.11,0.91,-0.98,13.77,10.03,-3.74,27.95,1.08,接近突破,16.179,15.2519,12.31,19.13,-2.83,1504906,1873680.0,0.8,正常量能,40.6,過度延伸,2026-07-07 23:31:05,SPY
AVO,13.45,11.53,26.65,-6.86,16.15,0.91,-0.98,13.77,10.03,10.62,27.63,-20.63,跑贏指數,11.739,12.138,14.58,10.81,0.0,1778996,2003770.0,0.89,正常量能,51.63,過度延伸,2026-07-07 23:31:05,SPY
ACHC,31.92,15.28,26.62,28.14,123.37,0.91,-0.98,13.77,10.03,14.37,27.6,14.37,跑贏指數,26.7165,25.9266,19.48,23.12,0.0,2752306,3427145.0,0.8,正常量能,58.47,過度延伸,2026-07-07 23:31:05,SPY
JBIO,22.45,1.54,26.55,38.84,58.55,0.91,-0.98,13.77,10.03,0.63,27.53,25.07,跑贏指數,19.0365,21.2829,17.93,5.48,0.0,1042393,1439230.0,0.72,正常量能,96.15,過度延伸,2026-07-07 23:31:39,SPY
CVLT,153.72,6.62,26.47,94.66,23.79,0.91,-0.98,13.77,10.03,5.71,27.45,80.89,跑贏指數,133.8035,117.1678,14.88,31.2,0.0,881124,967536.0,0.91,正常量能,33.75,過度延伸,2026-07-07 23:31:22,SPY
DLO,14.88,15.8,26.42,18.67,7.54,0.91,-0.98,13.77,10.03,14.89,27.4,4.9,跑贏指數,12.8922,12.61,15.42,18.0,-2.43,2167565,3326443.0,0.65,縮量回踩,54.48,過度延伸,2026-07-07 23:31:22,SPY
LZ,7.33,19.97,26.38,20.56,-23.57,0.91,-0.98,13.77,10.03,19.06,27.36,6.79,跑贏指數,6.0425,6.2044,21.31,18.14,0.0,3191030,2580182.0,1.24,正常量能,52.96,過度延伸,2026-07-07 23:31:45,SPY
AGYS,112.83,9.12,26.18,57.83,-2.32,0.91,-0.98,13.77,10.03,8.21,27.16,44.06,跑贏指數,95.88,83.4174,17.68,35.26,0.0,280008,402270.0,0.7,量價背馳,42.26,過度延伸,2026-07-07 23:31:05,SPY
